source_id	split	sha256	original_url	fallback_urls
openimages-cvdf-v5-boxable:b43ce64dd583fda9	train	4978f075c453e06ee2aefce5d18f3efb369d3d5b61ac48d72f7ae0a52def5449	https://open-images-dataset.s3.amazonaws.com/train/b43ce64dd583fda9.jpg	
openimages-cvdf-v5-boxable:53628429aada3970	train	1a71602a0915ba88f1fa1bcb9bb0c1b4f33b415240504b9a9c30aeaa39e6647c	https://open-images-dataset.s3.amazonaws.com/train/53628429aada3970.jpg	
wikimedia-commons:160384146	train	307add4b8df8e85fa71ef307b6f987907ab0ca0f13fcf39d270630aa120f8ca3	https://upload.wikimedia.org/wikipedia/commons/1/1a/%22Lebeg%C5%91%22_Plat%C3%A1n_t%C3%A1bla.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:531fce2493121869	train	2100a8e9ce2fedd898fba0c643e4952446647611cdd96b14e1064235abe13bbe	https://open-images-dataset.s3.amazonaws.com/train/531fce2493121869.jpg	
openimages-cvdf-v5-boxable:7d3bd634b3739771	train	cc2472b3f37587c4383a27873b514e1a039238225880e20c9b685ae9f1d51574	https://open-images-dataset.s3.amazonaws.com/train/7d3bd634b3739771.jpg	
openimages-cvdf-v5-boxable:5ea938c27ba703b0	train	1ecffbfb83dc592bd0b0fed6c0f2e61f3b4e332785d72149fdcd69aaebfa621c	https://open-images-dataset.s3.amazonaws.com/train/5ea938c27ba703b0.jpg	
smithsonian-open-access:ld1-1643413457031-1643413512569-2	train	c3be27e44ba3e14536f9d432d1017fd34d484ac588f1afb30a2cb720056bda4d	https://ids.si.edu/ids/download?id=NMNH-vol.008_041126-041150.jpg	
openimages-cvdf-v5-boxable:e4bb4a5f0156aa9f	train	2ac15890219a643faa1c9a32fa41772816bf16021993a644e35b40260d85ac98	https://open-images-dataset.s3.amazonaws.com/train/e4bb4a5f0156aa9f.jpg	
openimages-cvdf-v5-boxable:33549cdeaaa28aa6	train	5090b17bd0a1e65660d3a7d7abf5cb3c2e3f60e48f337db786b6b84e38d804b3	https://open-images-dataset.s3.amazonaws.com/train/33549cdeaaa28aa6.jpg	
openimages-cvdf-v5-boxable:0441d87e4d54ff25	train	380263dc52466cc299c2e66e4bc1d046cecac79387fb6a3c566e1bcce3825a8c	https://open-images-dataset.s3.amazonaws.com/train/0441d87e4d54ff25.jpg	
openimages-cvdf-v5-boxable:39d872a12e3ec54b	train	10854da781a025d9ccca42cc683dd6fdcc62dfdb5b1e0fb3a65a89d47b1c0542	https://open-images-dataset.s3.amazonaws.com/train/39d872a12e3ec54b.jpg	
wikimedia-commons:92260846	train	4684d58dec4b94f20dc3035eedd0425727040ae64cb3cb29f4edb84416a4d605	https://upload.wikimedia.org/wikipedia/commons/a/a7/%22_%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%88%E0%B8%B0%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%A7..%22_-_Flickr_-_7_july_-%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:c235cd9dde510544	train	0a7105303418121d0eb9b18f18bc66016f8955ddf990760acecd526ba16c7c4e	https://open-images-dataset.s3.amazonaws.com/train/c235cd9dde510544.jpg	
openimages-cvdf-v5-boxable:b273ea03118956d9	train	b4c4ec52283aeae85fd1831f989b88b8edb7ac262adbd203f1a1260d235c6412	https://open-images-dataset.s3.amazonaws.com/train/b273ea03118956d9.jpg	
openimages-cvdf-v5-boxable:e2437740d8a20f8c	train	c630433ab6f166527ae00bad6c6604850d2d995afe69fd5545d0c5727ba955bf	https://open-images-dataset.s3.amazonaws.com/train/e2437740d8a20f8c.jpg	
openimages-cvdf-v5-boxable:0c3b4d39446a76c1	train	ce7f42f0c4f81124c47a642e7e9ea573a06fd088da2a1985105e278f3a6ac1aa	https://open-images-dataset.s3.amazonaws.com/train/0c3b4d39446a76c1.jpg	
smithsonian-open-access:ld1-1643381040022-1643381054529-0	train	904e2edab71ca1ed09d40bf3b42c99f1da6acb2bb557e8ff553ef3958651ff99	https://ids.si.edu/ids/download?id=SAAM-1985.66.295540_1.jpg	
openimages-cvdf-v5-boxable:6c889eeed1cf5084	train	7f1c3c3ec0bbb689093a8d6c70e47628945443f209c92626513ac4b2c69840ec	https://open-images-dataset.s3.amazonaws.com/train/6c889eeed1cf5084.jpg	
openimages-cvdf-v5-boxable:ac631f016882240f	train	5c797447b3a1d239a3d3238b4f1e99a0620020d7f0ca56abe5e5780c3e44b69f	https://open-images-dataset.s3.amazonaws.com/train/ac631f016882240f.jpg	
openimages-cvdf-v5-boxable:57de584c6115bad8	train	ed6646e1bed51b2b9cf454a189bd4e285750e3b3facf3b0f4ddf74517bc7bc3b	https://open-images-dataset.s3.amazonaws.com/train/57de584c6115bad8.jpg	
wikimedia-commons:145806842	train	f7c36ec649ea1a2851bb44005f9385194e3482e28f25ea6986c5e34a95a3eb38	https://upload.wikimedia.org/wikipedia/commons/c/cc/%22Hong_Kong%22%2C_Blagoveshchensk%2C_Russia_%288783318720%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:13d62a2b59af195a	train	eeb243e6d79c49dd5754b49c22ab89dde7d40efb0428defd12667b3cf53765ec	https://open-images-dataset.s3.amazonaws.com/train/13d62a2b59af195a.jpg	
openimages-cvdf-v5-boxable:bcdb1be725b837e7	train	10a64f36e6400f10c444e497ab6b1f2019bec8764b1dbc5da14a96c6e1b3eddd	https://open-images-dataset.s3.amazonaws.com/train/bcdb1be725b837e7.jpg	
openimages-cvdf-v5-boxable:44f3345f0b515ca7	train	dedc4f3c19fd90be64173d70140bbd01e86a6d18c0aeb04211dcd3a22a685e1e	https://open-images-dataset.s3.amazonaws.com/train/44f3345f0b515ca7.jpg	
openimages-cvdf-v5-boxable:736184fdb017567b	train	707413eba6f7b5be6e73ff0ed46e237a613355f27ca8e4eb9f02e7fff3121f29	https://open-images-dataset.s3.amazonaws.com/train/736184fdb017567b.jpg	
openimages-cvdf-v5-boxable:7625ad9b67791b26	train	8d416fdf557be7f3f424410c832f94a1366df33e90b34512eb07edf352b3687f	https://open-images-dataset.s3.amazonaws.com/train/7625ad9b67791b26.jpg	
openimages-cvdf-v5-boxable:a8a8e7e61e9ce63d	train	aae8ec9ac69e658aaa6ef02c8b11244bf6702d915fe5509d31b8b85f40c17a07	https://open-images-dataset.s3.amazonaws.com/train/a8a8e7e61e9ce63d.jpg	
wikimedia-commons:195894025	train	12aebea982b95d6442807ff4bfe82cca3700454492d45280f25fcc332602e223	https://upload.wikimedia.org/wikipedia/commons/1/14/%22The_Source%2C%22_a_new_experiential_research_gallery_for_children%2C_teens_and_families_at_the_Library_of_Congress_in_May_2026_-_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:10349e5bf4c61569	train	75831cc25d6a4c5642f13cfe64176623d0f147ad273d70234082aa4c878993e6	https://open-images-dataset.s3.amazonaws.com/train/10349e5bf4c61569.jpg	
openimages-cvdf-v5-boxable:02ef8957de6d8bec	train	a38702b7255f2f3e1b642677be84fd3b635021049fba1f6a77eac70bbe49913b	https://open-images-dataset.s3.amazonaws.com/train/02ef8957de6d8bec.jpg	
openimages-cvdf-v5-boxable:da340bdeb0dbe9c5	train	2f88d1f90ad27394d501e20483407f9f77be6d72959170e0c2f14ac697058a05	https://open-images-dataset.s3.amazonaws.com/train/da340bdeb0dbe9c5.jpg	
smithsonian-open-access:ld1-1643409637343-1643409638953-0	train	224107b864db5d42ac06fb146a6ace671f07dbf3c1e6d0ee14f0642593b884d9	https://ids.si.edu/ids/download?id=NMNH-00638591_screen	
openimages-cvdf-v5-boxable:1a4a467531afcdef	train	cd51ccacb0cf4c751130bfe0e9abead282164d60e175867ecaa4b1225e6f3286	https://open-images-dataset.s3.amazonaws.com/train/1a4a467531afcdef.jpg	
openimages-cvdf-v5-boxable:6a27a4d3abfbe529	train	1af5d0da6e3dab7338105d6ae78e3e2c9a9b87137320741c11b9010b4b175e54	https://open-images-dataset.s3.amazonaws.com/train/6a27a4d3abfbe529.jpg	
openimages-cvdf-v5-boxable:27f06a8bbae88a34	train	622e274b3aa152ff0ce24aed4339f9c5a42cd1bb8bb724c735075be51dbfddf9	https://open-images-dataset.s3.amazonaws.com/train/27f06a8bbae88a34.jpg	
openimages-cvdf-v5-boxable:2ecb2e0ee22fd9d6	train	24ff3134d833c5c9181733ae1c172db4510b1abef707f5888f9fabbcc70f84cd	https://open-images-dataset.s3.amazonaws.com/train/2ecb2e0ee22fd9d6.jpg	
wikimedia-commons:166066905	train	cb079bb4ab67927c05171fea224c6f2a16f8726edc88dde6c7ea2dbf02858ae5	https://upload.wikimedia.org/wikipedia/commons/d/d2/%22MGAAGAA_NA_UPWA...%22.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:998aa90ac3a4ea23	train	1a1532023243eba8d263839c24ee7a548eaccfdf6cc5581ef9fc4e372cfcb4fc	https://open-images-dataset.s3.amazonaws.com/train/998aa90ac3a4ea23.jpg	
openimages-cvdf-v5-boxable:fad5041a289e43e1	train	eebd05dff8d74d87f2291f095ed936299823752f84a4871c5bcd527eecda4533	https://open-images-dataset.s3.amazonaws.com/train/fad5041a289e43e1.jpg	
openimages-cvdf-v5-boxable:066a8c88588ced66	train	b312ec5cf0ff6dea454aba4235b0cc1d8c5a4aaf357bfa09f94484cd7dad68c7	https://open-images-dataset.s3.amazonaws.com/train/066a8c88588ced66.jpg	
openimages-cvdf-v5-boxable:a1a901c0fb7442e3	train	ad59bda165c7e95923c9998a0bc283b7ef214a2876cb15ec42bc2a126cf1b9aa	https://open-images-dataset.s3.amazonaws.com/train/a1a901c0fb7442e3.jpg	
smithsonian-open-access:ld1-1643399842277-1643399850845-1	train	57281555e710f4778b19a3db16d025dc0ad96be360e19c117e1f7fc6d23cea00	https://ids.si.edu/ids/download?id=NPM-2008_2006_38.jpg	
openimages-cvdf-v5-boxable:18a6aa54163d9663	train	f9c0090af3da6bef060059b05b6bfa8273641d995a6c3b536ef86fb736ed24cb	https://open-images-dataset.s3.amazonaws.com/train/18a6aa54163d9663.jpg	
openimages-cvdf-v5-boxable:98b6273a6537d282	train	e3b4c96107d015c53ebe7c3a4908bb3dd45bc5e38ddfac05b2086fdf2fd1e3e3	https://open-images-dataset.s3.amazonaws.com/train/98b6273a6537d282.jpg	
openimages-cvdf-v5-boxable:ac65b183c4501205	train	67c424c48756439236dfea0e4761bf8a72bd1ea20d6871c1f5123c58e86587ab	https://open-images-dataset.s3.amazonaws.com/train/ac65b183c4501205.jpg	
wikimedia-commons:136653570	train	ce788fdd1b3491fa17ca4f24500f5909e85177e4bd3416cc60ab62563a4c7c2b	https://upload.wikimedia.org/wikipedia/commons/9/9b/%22Elas_Querem_Igualdade%22_com_Erika_Hilton_1_%28Erika_Hilton%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:c9dcd2123d45f152	train	9a6a6bdde50824018b720e6489871bea069a22e7bde48254c2e3951da616e6fb	https://open-images-dataset.s3.amazonaws.com/train/c9dcd2123d45f152.jpg	
openimages-cvdf-v5-boxable:ef86093c332e0407	train	3e6e7184d705cf488355fe1d1bc168c9b1a3945c84f146459c0a3e3227ebef3b	https://open-images-dataset.s3.amazonaws.com/train/ef86093c332e0407.jpg	
openimages-cvdf-v5-boxable:ee8f254f6a3ab61e	train	c33f510a75e3d9af3863086a865e0beb6a58112055a583fe6f06186f5d70c45d	https://open-images-dataset.s3.amazonaws.com/train/ee8f254f6a3ab61e.jpg	
openimages-cvdf-v5-boxable:242b6e5788d52ae5	train	f4b74c523212f5912860df65ccaeddc85447cc309acc6b309c203e452445a307	https://open-images-dataset.s3.amazonaws.com/train/242b6e5788d52ae5.jpg	
openimages-cvdf-v5-boxable:05e18fb1f825eb1c	train	000c199263c1be053153069256d1d98afcf3b3defb01b8c087f9cef283242726	https://open-images-dataset.s3.amazonaws.com/train/05e18fb1f825eb1c.jpg	
openimages-cvdf-v5-boxable:643298219a1fe44d	train	0e4c3185d46f37dfe6c66857c3077ca9c668243fc855979927c0c029ea559340	https://open-images-dataset.s3.amazonaws.com/train/643298219a1fe44d.jpg	
wikimedia-commons:135327664	train	0510dbc51189857088de20e59c41843ad4279f1516f88bba21d991910a73ac35	https://upload.wikimedia.org/wikipedia/commons/b/b9/%22Bonjour_%C3%A0_Ayubowan%22.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:0476fb83244740b0	train	9c707bc20ce326e66dd14edd09bb25c32c3ef78ecd87d22fbfec3b7962a6015c	https://open-images-dataset.s3.amazonaws.com/train/0476fb83244740b0.jpg	
openimages-cvdf-v5-boxable:01e2583ae4444de0	train	002ed6a34f6c1d86bf545dffb894f6b7b787a92231ef1695ef0a112002192e82	https://open-images-dataset.s3.amazonaws.com/train/01e2583ae4444de0.jpg	
openimages-cvdf-v5-boxable:c8e6f318d91d5c64	train	8e851afbce24318b0a6340cb16da80592b33c3e55c9cd9de94e79ac257696921	https://open-images-dataset.s3.amazonaws.com/train/c8e6f318d91d5c64.jpg	
smithsonian-open-access:ld1-1643381040022-1643381060347-0	train	e5ac234349a967dea8fe4e4905f5efae64f719a645ecc992d69acfe104468109	https://ids.si.edu/ids/download?id=SAAM-1992.13.70_1.jpg	
openimages-cvdf-v5-boxable:832df75b4e60866c	train	c4ecfd802a17a1d5423d441a98c6c2a4bc58cab46d5fdd6227555e0bbcb0e9a0	https://open-images-dataset.s3.amazonaws.com/train/832df75b4e60866c.jpg	
openimages-cvdf-v5-boxable:66261c073948d000	train	f3383101fc172a70c8ac30ce3f392813a549572a606175c82aeae072b1e01328	https://open-images-dataset.s3.amazonaws.com/train/66261c073948d000.jpg	
openimages-cvdf-v5-boxable:82f0fa84ea4bcb7a	train	8565dc31fea958a3cc3ab1f51fd9248859b2317614793bb869c1b1184bc49c45	https://open-images-dataset.s3.amazonaws.com/train/82f0fa84ea4bcb7a.jpg	
openimages-cvdf-v5-boxable:cabf2cf460865408	train	14ce374327d0b2c6efcc89be0c2b365626a23b90338a1fbe25d0f053eb2c70b2	https://open-images-dataset.s3.amazonaws.com/train/cabf2cf460865408.jpg	
wikimedia-commons:152129669	train	5267f9b3d8224a65120ca83121b602e713c2c83d3551d7bc2e5f31b2b7933392	https://upload.wikimedia.org/wikipedia/commons/0/06/%22aluba%22_at_the_%22rite_of_passage%22_bike_trip_of_Baozhong_Junior_High_School_20121109.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	
openimages-cvdf-v5-boxable:d011858af097c290	train	fd9c9de255554bbf354e3774de565906c2f4b051b50380a937d858e39da7de05	https://open-images-dataset.s3.amazonaws.com/train/d011858af097c290.jpg	
openimages-cvdf-v5-boxable:1b88d5476e71b8b8	train	a94f97eec8db1f7528077a5275bedf718d11a9f669d3121fbf8c2d7423ec1025	https://open-images-dataset.s3.amazonaws.com/train/1b88d5476e71b8b8.jpg	
